algo,k,frac,m,seed,r1,r2,r3
lightweight,4,0.1,8337,1,0.9950645573527019,0.993293306230316,1.0006546890812977
lightweight,4,0.1,8337,2,1.0034161784310687,1.0017714827047748,1.0007777894589296
lightweight,4,0.1,8337,3,1.0138669521093269,1.0124783765991725,1.0007109898072486
lightweight,4,0.1,8337,4,0.9910560596217493,0.9895657896396236,1.0006911242748837
random,4,0.1,8337,0,0.9963976652896074,0.9940037211445307,1.0009780803427346
random,4,0.1,8337,1,1.0103535123414762,1.009350928964961,1.0005003999036675
random,4,0.1,8337,2,0.9961537427228296,0.9944014428831226,1.0008775427901844
random,4,0.1,8337,3,0.9982633294919444,0.997475611913829,1.0004298148938804
random,4,0.1,8337,4,0.9918984835520143,0.990992503968899,1.0004071421888967
lightweight,4,0.25,20843,0,0.9989095965430741,0.9974243410722885,1.0008286529261483
lightweight,4,0.25,20843,1,0.9966072224454214,0.9951669799776467,1.0005649662006895
lightweight,4,0.25,20843,2,1.0002845143337038,0.9998215588303305,1.0001877270806192
lightweight,4,0.25,20843,3,1.0101292470315513,1.0097943628870492,1.0001680179484642
lightweight,4,0.25,20843,4,0.9960706160651281,0.9956656379623129,1.0002252316028828
random,4,0.25,20843,0,0.9946313643816602,0.9934947926789124,1.0003355497200566
random,4,0.25,20843,1,1.0097199240703034,1.0091100590967688,1.0003145900768824
random,4,0.25,20843,2,0.9938472658192241,0.993571187516949,1.000140298435034
random,4,0.25,20843,3,0.9988288006616908,0.9982464252128839,1.0003130988472708
random,4,0.25,20843,4,0.9925244787034042,0.9921826237415057,1.0001738954514137
lightweight,4,0.5,41686,0,0.9960896910753196,0.9956484864001212,1.0003285352434952
lightweight,4,0.5,41686,1,1.0016732811660245,1.000909999789086,1.0004491262428672
lightweight,4,0.5,41686,2,1.0026572145476838,1.0023447003214334,1.000179475329914
lightweight,4,0.5,41686,3,1.00586721303214,1.0053915037991032,1.000336830224944
lightweight,4,0.5,41686,4,0.9993761051835857,0.9992182952668047,1.0000583702356332
random,4,0.5,41686,0,0.9988665603672924,0.998569676197397,1.000153864962932
random,4,0.5,41686,1,1.0010307566364924,1.0008689043617833,1.0000847671831974
random,4,0.5,41686,2,0.996392791995692,0.9962954233326429,1.0000330677801355
random,4,0.5,41686,3,0.9983726516063192,0.9982569146302153,1.0000656867593785
random,4,0.5,41686,4,0.9969789043824158,0.9968620475857025,1.0000489151603267
lightweight,8,0.0025,208,0,0.9956083902796922,0.8310529579638646,1.0943644168409725
lightweight,8,0.0025,208,1,0.9539770977844722,0.833095001350046,1.085184030524432
lightweight,8,0.0025,208,2,0.9808601597768997,0.8111327850806842,1.0923878777116007
lightweight,8,0.0025,208,3,1.059342980020487,0.850917508746419,1.0834406665771446
lightweight,8,0.0025,208,4,1.010033363216428,0.8482690866635427,1.0793653044628764
random,8,0.0025,208,0,0.9643885611730779,0.8394260739702825,1.0640701371951335
random,8,0.0025,208,1,1.1272072902852908,0.8938391653506621,1.1258811349199758
random,8,0.0025,208,2,0.9793821731947264,0.8325664081160182,1.069882682775918
random,8,0.0025,208,3,0.9283959246022012,0.7935549121263209,1.0700658015842734
random,8,0.0025,208,4,0.9935375485601757,0.836029941337769,1.0860826812553943
lightweight,8,0.005,417,0,1.0026226492533992,0.9304860776458646,1.053167905820382
lightweight,8,0.005,417,1,1.0420443067574865,0.9280753210414664,1.0605848232487187
lightweight,8,0.005,417,2,0.9695086272738307,0.9199535576315998,1.0232047176062795
lightweight,8,0.005,417,3,0.998627706473371,0.8719143747024436,1.0404940220261871
lightweight,8,0.005,417,4,1.0312790370208789,0.961459538810114,1.0366593007116705
random,8,0.005,417,0,0.9871642116648939,0.9187774809032028,1.043736012015615
random,8,0.005,417,1,1.041111728183594,0.9279100278922991,1.049677718299736
random,8,0.005,417,2,0.9841804838371118,0.8703763816362295,1.056600015171374
random,8,0.005,417,3,0.9397049992751412,0.862515129094351,1.068102160138588
random,8,0.005,417,4,0.9968501086713212,0.9040934959451401,1.0570649067798132
lightweight,8,0.01,834,0,1.001497040722226,0.9613139072285528,1.0179688865345309
lightweight,8,0.01,834,1,1.028245216831149,0.9718689486108042,1.0247977672203075
lightweight,8,0.01,834,2,0.9975852711360176,0.9608281583291176,1.0184529220240701
lightweight,8,0.01,834,3,0.9897020418558407,0.9313477801118892,1.0222195947770873
lightweight,8,0.01,834,4,1.0245296048693269,0.9747992492154632,1.0279311741581412
random,8,0.01,834,0,0.988793788959433,0.9534654928556013,1.0155785050566724
random,8,0.01,834,1,1.0200287871629399,0.9493190638264173,1.0401778707337783
random,8,0.01,834,2,1.010960529883276,0.9555711947713166,1.0304006176761609
random,8,0.01,834,3,0.9694785803906835,0.9320881355077242,1.0188730418610372
random,8,0.01,834,4,0.9982407016442121,0.9469889102856456,1.0365411555361321
lightweight,8,0.05,4169,0,0.9924813220182973,0.9834447823017728,1.0035556771048733
lightweight,8,0.05,4169,1,0.9954179417469381,0.9808415097949182,1.0085799617281797
lightweight,8,0.05,4169,2,1.0063851783046462,0.9952417695101107,1.0053394983911155
lightweight,8,0.05,4169,3,0.9986445205647922,0.990191825152389,1.0034896588333584
lightweight,8,0.05,4169,4,0.9966696235572069,0.9651426278389539,1.014346501876731
random,8,0.05,4169,0,0.9884354441818638,0.981691995371474,1.0033937675573361
random,8,0.05,4169,1,1.0089685436331224,0.9970427138856403,1.0060908426051465
random,8,0.05,4169,2,0.9933800714246637,0.9829699689661657,1.0066921135509397
random,8,0.05,4169,3,0.9797027015046891,0.9737688039693598,1.0028908991864327
random,8,0.05,4169,4,0.9978612449466651,0.9914350155288443,1.002849025054708
lightweight,8,0.1,8337,0,0.9964622115598212,0.9896685972866198,1.002861327858914
lightweight,8,0.1,8337,1,0.9915459097300516,0.9881700512547439,1.0020179224713401
lightweight,8,0.1,8337,2,1.008822709115703,1.0035730421470401,1.002716535057733
lightweight,8,0.1,8337,3,1.0053231327921792,1.0012623344996219,1.0018598690258889
lightweight,8,0.1,8337,4,0.9951159113173489,0.9880883256102857,1.0032613976562506
random,8,0.1,8337,0,0.9957939944419507,0.9903621401904672,1.0030744223184158
random,8,0.1,8337,1,1.0096151366378332,1.005385307419533,1.0025379183564371
random,8,0.1,8337,2,0.9984386729426045,0.9940406816142249,1.0024626341152874
