algo,k,frac,m,seed,center_idx,energy,valence,danceability,acousticness
lightweight,2,0.5,41686.0,2.0,1,0.3381614291142225,0.3397128438721544,0.47856822972431556,0.7458229007542767
lightweight,2,0.5,41686.0,3.0,0,0.7640829528759638,0.5222702625102714,0.5980876717122579,0.15067021754582124
lightweight,2,0.5,41686.0,3.0,1,0.33865254300593983,0.3341757024355708,0.4768792662725051,0.7414537070419209
lightweight,2,0.5,41686.0,4.0,0,0.7628509890513984,0.5187792924082135,0.5965850540187803,0.15421801419675807
lightweight,2,0.5,41686.0,4.0,1,0.33603902455365653,0.3348381849840931,0.47395882376328946,0.7439174223180216
random,2,0.5,41686.0,0.0,0,0.3340699121540807,0.33491146845841047,0.4733417816412796,0.7471644993978767
random,2,0.5,41686.0,0.0,1,0.7633219885408415,0.520755517892063,0.5953787353758526,0.15101831403472493
random,2,0.5,41686.0,1.0,0,0.7640068528353576,0.5205067743703944,0.5975483638855568,0.15016068581429232
random,2,0.5,41686.0,1.0,1,0.33851586429885744,0.3398298157747386,0.47614762019038515,0.7418837336773039
random,2,0.5,41686.0,2.0,0,0.3307311762900654,0.334893997035257,0.4752525000000004,0.7495971912411841
random,2,0.5,41686.0,2.0,1,0.764111620899812,0.5209145716633555,0.5950046736971847,0.15228259934602903
random,2,0.5,41686.0,3.0,0,0.7645789184926075,0.5186220111099669,0.5940362994204977,0.14886860027981086
random,2,0.5,41686.0,3.0,1,0.3366135859778023,0.34063200750618916,0.479170302643137,0.7453841565247923
random,2,0.5,41686.0,4.0,0,0.7635208617398388,0.5198260447913813,0.5957100286337598,0.1526311410083216
random,2,0.5,41686.0,4.0,1,0.3337260160080985,0.33543094518218675,0.47454200000000035,0.748299391174897
lightweight,4,0.0025,208.0,0.0,0,0.7539885417982698,0.6569282906257732,0.7174552359342724,0.10229522519094278
lightweight,4,0.0025,208.0,0.0,1,0.7718682351203101,0.265384594680904,0.45122760065125317,0.07778068358413781
lightweight,4,0.0025,208.0,0.0,2,0.23226957451616098,0.18090117426965274,0.3486848124700059,0.8599796945348825
lightweight,4,0.0025,208.0,0.0,3,0.4865582010582955,0.4813356652774848,0.6748716870840862,0.6669370398816419
lightweight,4,0.0025,208.0,1.0,0,0.8386642183889653,0.3053119888503407,0.44634508423049357,0.059029909145840165
lightweight,4,0.0025,208.0,1.0,1,0.4091606032030535,0.43660616323407725,0.6135900527129482,0.6471922804803706
