algo,k,frac,m,seed,r1,r2,r3
lightweight,16,0.05,49966,2,1.0019299874139527,0.9984589046924264,0.9990769788361485
lightweight,16,0.05,49966,3,1.011892722854981,1.006391088976694,1.0032695383639323
lightweight,16,0.05,49966,4,0.9997879167055544,0.9990211625390517,0.9987408201494781
random,16,0.05,49966,0,1.0018860529676978,0.9989699739074777,1.0028213217872526
random,16,0.05,49966,1,1.009850765789033,1.0044052796771166,1.0063102128776
random,16,0.05,49966,2,1.0034930607325432,1.0008597688678245,1.0027372717349734
random,16,0.05,49966,3,1.0005652758522396,0.997610454352764,1.003438071444182
random,16,0.05,49966,4,0.9970774958318072,0.9938698358375188,1.0080146506521765
lightweight,16,0.1,99932,0,1.005489607998417,1.004047031462323,1.0067219576787751
lightweight,16,0.1,99932,1,1.0021130446477355,0.9988099452624394,1.0031153735794627
lightweight,16,0.1,99932,2,0.9998706852242907,0.9981516638043667,1.0035362399610535
lightweight,16,0.1,99932,3,1.0057306726986734,1.0031750637717596,1.0035493650970757
lightweight,16,0.1,99932,4,1.0017596321708828,1.0015558889557616,0.9996357691461311
random,16,0.1,99932,0,0.9982216741283366,0.9960778717810488,1.0103694882376832
random,16,0.1,99932,1,1.0027286399933864,0.9967021796014459,1.0163523463182444
random,16,0.1,99932,2,1.002456369054512,1.0042044233801903,1.0116704467523179
random,16,0.1,99932,3,1.0039849727222507,1.004586929921424,1.0081769166281673
random,16,0.1,99932,4,1.0000761117121557,0.9994683773798891,0.998045939049633
lightweight,16,0.25,249829,0,1.0009201028732322,1.0007549028284997,1.0081327783791325
lightweight,16,0.25,249829,1,1.000591053451862,1.0005994219400547,0.9982452917887968
lightweight,16,0.25,249829,2,0.9985289664387034,0.9997024465593302,0.9993607045811498
lightweight,16,0.25,249829,3,1.0003204797327694,1.0001897832282052,1.001404265993352
lightweight,16,0.25,249829,4,1.001056552039778,1.0010059591432123,1.002148995305047
random,16,0.25,249829,0,0.9995053778882302,0.999191529743154,1.0006050819331775
random,16,0.25,249829,1,0.9998860565534953,0.9960310060573264,0.9998424394974261
random,16,0.25,249829,2,1.000953720204021,1.000893903496192,0.9994338996847576
random,16,0.25,249829,3,1.0017311337042736,1.0000969757887626,0.9999258917948444
random,16,0.25,249829,4,0.9981650137689683,0.9983198649325743,1.0009754023253012
lightweight,16,0.5,499658,0,0.9992786227002143,0.9997206828890135,1.0001111892269814
lightweight,16,0.5,499658,1,0.9990745624737307,0.9996335575562579,1.0031258862122772
lightweight,16,0.5,499658,2,0.9999143270409516,0.999598325038987,1.0060540335019474
lightweight,16,0.5,499658,3,0.9987869576208568,0.998498965504445,0.998007939826227
lightweight,16,0.5,499658,4,1.001209858415006,1.0007549149877462,1.0067146790121917
random,16,0.5,499658,0,1.001318644625952,1.000798025756434,1.0058607480475388
random,16,0.5,499658,1,0.9994955603864214,0.9991773109958034,1.0018224794786699
random,16,0.5,499658,2,1.0003211562887393,1.0013189395596847,0.9985607611472839
random,16,0.5,499658,3,1.0007995584089322,1.0000301923472128,1.0128882643124748
random,16,0.5,499658,4,0.9992207304255735,0.9992747727425355,0.9985889997426478
lightweight,32,0.0025,2498,0,1.0307803817380436,0.9543794054634285,1.0424669837461715
lightweight,32,0.0025,2498,1,0.9888313307232699,0.9209770858445596,1.050400178130523
lightweight,32,0.0025,2498,2,0.9839273774184895,0.9162973121510409,1.0497925462780824
lightweight,32,0.0025,2498,3,1.0071309257045309,0.9167333512428125,1.0501876237964447
lightweight,32,0.0025,2498,4,1.0141706558120196,0.9429057730814366,1.0626282885883631
random,32,0.0025,2498,0,1.0172362476105636,0.943096667230536,1.0522220957437647
random,32,0.0025,2498,1,1.020099175714439,0.9182964573318005,1.0657236177168723
random,32,0.0025,2498,2,1.0127174894757895,0.952129503924226,1.041771096229427
random,32,0.0025,2498,3,1.0030181681151928,0.914921866802378,1.0328615910921262
random,32,0.0025,2498,4,0.9511350419745506,0.8712593948988834,1.0373215542254866
lightweight,32,0.005,4997,0,1.0275231030781804,0.990146871356394,1.005476346198288
lightweight,32,0.005,4997,1,0.9944902094164066,0.9618506352059821,1.0297976665159774
lightweight,32,0.005,4997,2,0.9871433979611894,0.952233319930549,1.011870643466981
lightweight,32,0.005,4997,3,1.0169369963324584,0.9685085304089097,1.0145337575695788
lightweight,32,0.005,4997,4,1.0017005044134386,0.9642783087421638,1.029435086385732
random,32,0.005,4997,0,1.017377801660401,0.9674949503414567,1.042735076830336
random,32,0.005,4997,1,1.0002027372712134,0.9569514984959989,1.0160002434167015
random,32,0.005,4997,2,1.004888513721958,0.9643880533378252,1.0212061882705197
random,32,0.005,4997,3,1.009583082035117,0.9540844313569528,1.0135816784999045
random,32,0.005,4997,4,0.957684264971825,0.9331046145725234,1.0169945366759654
lightweight,32,0.01,9993,0,1.0166806108933741,0.9967291176764007,1.0064645044788187
lightweight,32,0.01,9993,1,0.9965012302947889,0.9767057893185592,1.0217533032767638
lightweight,32,0.01,9993,2,0.9892260745181142,0.9729746442510965,1.0234274350736234
lightweight,32,0.01,9993,3,0.9986018846887289,0.9821321338343169,1.0156074502745736
lightweight,32,0.01,9993,4,0.9983721866556021,0.9804284206573307,1.018692181324426
random,32,0.01,9993,0,1.0098286537027685,1.0022687827840382,1.0138904626167657
random,32,0.01,9993,1,1.0003184184415999,0.9746714513438597,1.008064052853245
random,32,0.01,9993,2,1.0141377281144361,1.0019882880582769,1.011845882490143
random,32,0.01,9993,3,0.9890750776409231,0.9654182355510232,1.0106545552884232
random,32,0.01,9993,4,0.978276938139222,0.9633900486904448,1.00909332245075
lightweight,32,0.05,49966,0,1.0041988638968071,0.9970172456349813,1.0158926602539862
lightweight,32,0.05,49966,1,1.0075045570433918,1.0011099487650754,1.0052967495029184
lightweight,32,0.05,49966,2,0.9984841231215076,0.9909178668656292,0.9983557084743057
lightweight,32,0.05,49966,3,1.0035396262615026,1.0004777371331366,0.9933459584117149
lightweight,32,0.05,49966,4,1.0001181937359482,1.001237835241761,1.007183761334048
random,32,0.05,49966,0,1.0036042288111477,0.9990359659041624,1.0128439149749346
random,32,0.05,49966,1,1.0049247669879606,0.9991057227260678,1.0077315610540318
random,32,0.05,49966,2,1.0033368286903586,0.9906851694891726,1.0238098416615642
random,32,0.05,49966,3,0.9957205999208101,0.9939957707173833,0.9991283685765823
random,32,0.05,49966,4,0.992661614745218,0.9886589703755481,1.0091344967814868
lightweight,32,0.1,99932,0,1.0038751471144847,0.9990701732621039,1.0110240186761952
lightweight,32,0.1,99932,1,1.0004251286019445,0.9979973182442405,1.0006914725378404
lightweight,32,0.1,99932,2,0.9998180796218384,0.9967385835269822,1.0019987158781343
lightweight,32,0.1,99932,3,1.0027767111212844,1.0012891646002013,1.0192354582403358
lightweight,32,0.1,99932,4,0.9987252113026691,1.0017009796391816,0.9954877825845561
random,32,0.1,99932,0,1.0027997233470276,0.9982643136532304,1.003405124343526
random,32,0.1,99932,1,0.9939235857885699,0.996408560578674,1.0011188357118463
random,32,0.1,99932,2,1.0026701825007354,0.9979852703649079,1.020750265366485
random,32,0.1,99932,3,1.0021103584559912,1.0021008893715488,1.0153017858728388
random,32,0.1,99932,4,0.9993925401731985,0.9976644281291941,1.009256400984966
lightweight,32,0.25,249829,0,1.001991697036201,1.001275168483598,1.0105328455476144
lightweight,32,0.25,249829,1,0.9984208273409392,0.9972237127337581,0.99424359076416
lightweight,32,0.25,249829,2,0.9998606840503421,1.0007973682193085,1.006487964474436
lightweight,32,0.25,249829,3,1.001348278042659,0.999554496583477,1.0039091530890298
lightweight,32,0.25,249829,4,0.9976837379067334,0.9991943381123853,1.0064054075879032
random,32,0.25,249829,0,1.0007115259284223,0.9979832073086368,1.004500416566035
random,32,0.25,249829,1,0.9978113611290141,0.9962191824327812,1.0148944732535106
random,32,0.25,249829,2,1.0039005430598509,1.0014273604939712,1.0018795292960332
