algo,k,frac,m,seed,center_idx,R,G,B
random,2,0.25,262144.0,1.0,1,65.60942192303793,73.8819107878759,50.27224505087373
random,2,0.25,262144.0,2.0,0,65.59530102092339,73.84668333561012,50.22543459023532
random,2,0.25,262144.0,2.0,1,165.88982264549367,164.23914596819782,156.85844700161064
random,2,0.25,262144.0,3.0,0,65.68255166388295,73.99198221704464,50.36551342934036
random,2,0.25,262144.0,3.0,1,166.01314261979059,164.21441428008455,156.77662871566542
random,2,0.25,262144.0,4.0,0,65.60555387004095,73.87034426141724,50.28929975788058
random,2,0.25,262144.0,4.0,1,165.9182731671008,164.167079589558,156.71319049391226
lightweight,2,0.5,524288.0,0.0,0,165.92724194400682,164.12220557167822,156.61211873095928
lightweight,2,0.5,524288.0,0.0,1,65.63090900306622,73.81697792238512,50.289045270660715
lightweight,2,0.5,524288.0,1.0,0,65.73785299725333,73.9626269564788,50.353649571194296
lightweight,2,0.5,524288.0,1.0,1,166.04368211152928,164.3523558499558,156.92404014360488
lightweight,2,0.5,524288.0,2.0,0,65.42928532181922,73.79823688005663,50.12894587281163
lightweight,2,0.5,524288.0,2.0,1,165.7540523844184,163.94884403884103,156.30457941939517
lightweight,2,0.5,524288.0,3.0,0,65.4604487044237,73.78504531121305,50.17857970627838
lightweight,2,0.5,524288.0,3.0,1,165.76780678618871,164.08538087552253,156.63950197357565
lightweight,2,0.5,524288.0,4.0,0,165.77271377413234,163.98228604812525,156.52173977230945
lightweight,2,0.5,524288.0,4.0,1,65.50989164216739,73.86108973462427,50.230978237839516
random,2,0.5,524288.0,0.0,0,65.54405779163582,73.8292820079501,50.22101194868197
random,2,0.5,524288.0,0.0,1,165.81887408068684,164.04465310547133,156.5742783658548
random,2,0.5,524288.0,1.0,0,65.67107751595097,73.91012139979392,50.3241395281179
random,2,0.5,524288.0,1.0,1,165.9846372961642,164.3097878559961,156.93136392005
random,2,0.5,524288.0,2.0,0,65.78343839507573,73.9322544490634,50.327424969312425
random,2,0.5,524288.0,2.0,1,166.01173098927427,164.35133617785758,157.00543774662304
random,2,0.5,524288.0,3.0,0,65.5433414749516,73.8786135250038,50.250106356710205
random,2,0.5,524288.0,3.0,1,165.88735351173239,164.13741330286214,156.72113948606224
random,2,0.5,524288.0,4.0,0,165.77058992377465,164.01085974293852,156.5022803865492
random,2,0.5,524288.0,4.0,1,65.4812947328968,73.78148333244091,50.19368935215699
lightweight,4,0.0025,2621.0,0.0,0,78.28091820275591,88.5670795945318,55.671957120853456
lightweight,4,0.0025,2621.0,0.0,1,183.33699697294728,188.87808301758616,194.70668740617015
lightweight,4,0.0025,2621.0,0.0,2,40.9333831656352,48.88387047742555,35.96366274905049
lightweight,4,0.0025,2621.0,0.0,3,141.51693465184167,131.15994769064676,108.80460289369374
lightweight,4,0.0025,2621.0,1.0,0,76.43451820398074,87.68754252550393,55.73033107581622
lightweight,4,0.0025,2621.0,1.0,1,186.0614869868378,191.37980136210155,196.6802458286843
lightweight,4,0.0025,2621.0,1.0,2,139.46004813198095,129.45763531977107,109.3895428039541
lightweight,4,0.0025,2621.0,1.0,3,40.53750556868132,47.75787638432902,36.175083224685814
lightweight,4,0.0025,2621.0,2.0,0,76.98419917908302,88.68638760191595,55.42519892407751
lightweight,4,0.0025,2621.0,2.0,1,184.2338762093637,189.4989423677374,194.97344191162193
lightweight,4,0.0025,2621.0,2.0,2,40.523293044961406,49.71991765268491,37.0612953578925
lightweight,4,0.0025,2621.0,2.0,3,138.2161194711712,130.3488193678963,109.29309211244384
lightweight,4,0.0025,2621.0,3.0,0,39.76711200814759,46.94491671016328,35.63026117082827
lightweight,4,0.0025,2621.0,3.0,1,139.67684040674257,130.65087090238794,107.1456818251994
lightweight,4,0.0025,2621.0,3.0,2,75.53331752410917,87.55143194464057,56.80204901925297
lightweight,4,0.0025,2621.0,3.0,3,185.752353716794,191.09590559167015,196.38466035965223
lightweight,4,0.0025,2621.0,4.0,0,183.5203434516617,189.29002335014872,194.86777583668209
lightweight,4,0.0025,2621.0,4.0,1,38.68857757010179,45.28356580023233,34.98024241987021
lightweight,4,0.0025,2621.0,4.0,2,73.53261177918178,85.66550696354477,53.24291289360808
