algo,k,frac,m,seed,center_idx,R,G,B
lightweight,2,0.1,61180.0,0.0,0,211.69438692082122,217.6845275049144,218.80441564329146
lightweight,2,0.1,61180.0,0.0,1,75.96962378173939,114.14250343523042,188.98287142571795
lightweight,2,0.1,61180.0,1.0,0,212.2074932838237,217.98594428245082,218.14741419240028
lightweight,2,0.1,61180.0,1.0,1,76.26940934865975,114.18893111893345,189.04986631851543
lightweight,2,0.1,61180.0,2.0,0,211.65597093647037,217.77130079554877,218.812733015143
lightweight,2,0.1,61180.0,2.0,1,76.84958185600257,114.20374659038595,188.837191577646
lightweight,2,0.1,61180.0,3.0,0,76.46489456317056,114.3531435054926,189.07445060064344
lightweight,2,0.1,61180.0,3.0,1,212.55177324423718,218.47710432089463,218.5714409415659
lightweight,2,0.1,61180.0,4.0,0,211.69152833750042,217.83771184106183,218.97603309876368
lightweight,2,0.1,61180.0,4.0,1,76.38229256974803,114.29944332352164,189.1200366176161
random,2,0.1,61180.0,0.0,0,76.90981849364044,114.40896098327812,188.63560573579147
random,2,0.1,61180.0,0.0,1,212.26205854776535,218.21241796020394,218.98505052609647
random,2,0.1,61180.0,1.0,0,76.55429127966364,114.31928640995747,189.1411977100506
random,2,0.1,61180.0,1.0,1,212.40638264423842,218.34439029502687,218.7317507729393
random,2,0.1,61180.0,2.0,0,76.44637242902044,114.33486932104506,188.63193894448838
random,2,0.1,61180.0,2.0,1,212.0841490288525,217.69620253164535,218.60170142981605
random,2,0.1,61180.0,3.0,0,76.80670964660945,114.38266475644733,188.84479465138492
random,2,0.1,61180.0,3.0,1,212.08937823834216,218.31419689119178,219.25072538860104
random,2,0.1,61180.0,4.0,0,212.24611950371184,217.9987021751547,218.64024295281104
random,2,0.1,61180.0,4.0,1,76.4144619128279,114.29677696400068,188.9187441849369
lightweight,2,0.25,152950.0,0.0,0,211.88743920366971,217.83842614588812,218.599349973611
lightweight,2,0.25,152950.0,0.0,1,76.13227894980221,114.12018003922955,188.86197273015458
lightweight,2,0.25,152950.0,1.0,0,212.12935470584364,218.030672370394,218.43470690710748
lightweight,2,0.25,152950.0,1.0,1,76.29686393083996,114.15972325679535,188.9414450506325
lightweight,2,0.25,152950.0,2.0,0,76.6938184073303,114.28164320237863,188.8226256962182
lightweight,2,0.25,152950.0,2.0,1,211.96298890117924,217.96639867644842,218.84324817731266
lightweight,2,0.25,152950.0,3.0,0,76.45214252038652,114.24781291114331,188.8265994529545
