algo,k,frac,m,seed,center_idx,latitude,longitude,price
full,32,,,,31,37.718865185608955,-122.44046928003779,118.73333333333329
full,64,,,,0,37.76810781951341,-122.49167257049507,682.0
full,64,,,,1,37.771589468801594,-122.42096785055686,96.52159468438539
full,64,,,,2,37.78834281168831,-122.40817392987013,1797.363636363637
full,64,,,,3,37.63035834511185,-122.41893521704543,125.93548387096773
full,64,,,,4,37.739038208678146,-122.48821646314829,112.54128440366972
full,64,,,,5,37.79842201658392,-122.40962224607237,154.9837837837838
full,64,,,,6,37.70102872345014,-122.46415816916769,102.70114942528735
full,64,,,,7,37.79400899849138,-122.41327510798538,879.9634146341461
full,64,,,,8,37.77403434692734,-122.43807259904618,476.30927835051546
full,64,,,,9,37.75413712211015,-122.42293608648396,132.16450216450215
full,64,,,,10,37.79639987971519,-122.43722479938286,298.2830188679245
full,64,,,,11,37.73078832642937,-122.388733981273,106.48175182481752
full,64,,,,12,37.68719561624948,-122.48433021029288,95.08130081300811
full,64,,,,13,37.67207616190991,-122.485724511881,304.94117647058823
full,64,,,,14,37.78036154997764,-122.4815785191239,131.19607843137257
full,64,,,,15,37.78560236226667,-122.41059576598718,96.51286764705883
full,64,,,,16,37.7501608091163,-122.437032696599,151.09595959595958
full,64,,,,17,37.66220662933303,-122.40992427545858,109.58503401360547
full,64,,,,18,37.753396198068394,-122.42547527203836,331.589552238806
full,64,,,,19,37.770966854206705,-122.44119852878147,254.45454545454544
full,64,,,,20,37.77117617856578,-122.43358245866058,115.80090497737554
full,64,,,,21,37.70403138777038,-122.4635586376599,457.96666666666664
full,64,,,,22,37.79319124126378,-122.43722419570868,134.5962441314554
full,64,,,,23,37.79103006610287,-122.41080377405125,511.0
full,64,,,,24,37.75918094786237,-122.39781240690148,171.76106194690266
full,64,,,,25,37.65229305652603,-122.47136754897844,110.58441558441555
full,64,,,,26,37.753464372944094,-122.50212528639474,120.76744186046514
full,64,,,,27,37.72982709955156,-122.46255524664079,118.94827586206897
full,64,,,,28,37.77201685314083,-122.44575428136143,1787.4666666666665
full,64,,,,29,37.783135903225805,-122.44135939354838,687.4032258064515
full,64,,,,30,37.61318840622609,-122.4044744165264,120.91891891891893
full,64,,,,31,37.794463275121,-122.41281076503994,326.58937198067633
full,64,,,,32,37.64631940418849,-122.4474250881797,101.53164556962024
full,64,,,,33,37.79337095625,-122.42117293125,1344.4687499999998
full,64,,,,34,37.77711480816245,-122.46479200429079,136.03305785123968
full,64,,,,35,37.62916833333333,-122.42419333333333,813.1666666666666
full,64,,,,36,37.71454164384914,-122.44070377802741,260.6031746031746
full,64,,,,37,37.77560526578684,-122.42315638398344,207.54444444444445
full,64,,,,38,37.719782427523995,-122.40520766427409,115.37190082644626
